brand,title,price,instalment/month,owner,mileage,depreciation,registered_date,remaining_coe,coe_years,coe_months
Toyota,Toyota Dyna 150 3.0M,44800,990,1,,18196,2015-10-15,29,2,5
Toyota,Toyota Hiace 3.0A,86800,741,1,30178.0,11128,2021-05-02,92,7,8
Toyota,Toyota Hiace 3.0M,58800,712,1,61178.0,12442,2018-12-01,56,4,8
Nissan,Nissan Cabstar,59800,736,3,,12760,2017-12-29,55,4,7
Mazda,Mazda 3 1.5A,58800,802,2,82610.0,13116,2017-06-21,49,4,1
Honda,Honda Vezel 1.5A X,98800,870,1,,13417,2020-02-27,81,6,9
Porsche,Porsche Macan Pdk 2.0 (A),161800,2849,2,20000.0,37551,2016-08-07,37,3,1
Skoda,Skoda Octavia 1.4 Ambition Tsi (A),91800,863,2,47400.0,12998,2019-06-09,75,6,3
Mercedes-Benz,Mercedes-Benz Cla-Class Cla180,74800,1652,2,87000.0,24810,2015-05-11,29,2,5
Bmw,Bmw 5 Series 530I,137800,1951,2,84650.0,27056,2017-04-28,47,3,11
Mercedes-Benz,Mercedes-Benz S-Class S400L,147800,3753,3,86000.0,34334,2015-06-16,25,2,1
Mercedes-Benz,Mercedes-Benz S-Class S350D L Amg Line Premium,419800,3583,1,29000.0,41853,2021-06-17,97,8,1
Mazda,Mazda 3 1.5A Sunroof,61800,799,2,92000.0,12962,2017-09-27,52,4,4
Mercedes-Benz,Mercedes-Benz E-Class Saloon E250 Amg Edition E Sunroof,114800,2128,2,77000.0,27053,2016-06-05,35,2,11
Iveco,Iveco Mll190El25,108800,7405,2,123000.0,10880,2014-02-20,108,9,0
Mitsubishi,Mitsubishi Fuso Super Great Fv51S Tipper,113800,1747,1,,30630,2016-12-28,43,3,7
Toyota,Toyota Dyna 150 Diesel 3.0M,56800,711,2,190000.0,12452,2013-02-18,54,4,6
Toyota,Toyota Camry 2.0A,69800,628,3,151000.0,10497,2010-01-14,79,6,7
Nissan,Nissan Nv200 1.6A Dx,44800,623,2,,11032,2017-05-17,48,4,0
Nissan,Nissan Nv200 1.5M,34800,663,2,,11869,2016-03-31,34,2,10
Volkswagen,Volkswagen Scirocco 1.4A Tsi,34800,884,4,132246.0,16561,2010-06-16,25,2,1
Toyota,Toyota Vios 1.5A G,79800,795,2,63000.0,12190,2019-05-04,70,5,10
Mazda,Mazda 3 1.5A Sunroof,64800,838,2,83000.0,13569,2017-06-10,52,4,4
Mercedes-Benz,Mercedes-Benz Glc-Class Glc250 4Matic,147800,1818,2,71034.0,26019,2017-12-28,55,4,7
Honda,Honda Vezel Hybrid 1.5A X,74800,936,1,85000.0,15840,2017-04-12,54,4,6
Honda,Honda Vezel 1.5A X Honda Sensing,56800,872,3,90000.0,14286,2016-12-14,43,3,7
Toyota,Toyota Hiace 3.0A Dx,57800,761,1,81808.0,13225,2017-08-30,51,4,3
Toyota,Toyota Regiusace 3.0A Super Gl Dark Prime,69800,952,1,,16549,2017-10-07,49,4,1
Hyundai,Hyundai Elantra 1.6A Gls S,70800,819,1,66000.0,13123,2018-04-24,59,4,11
Bmw,Bmw X1 Sdrive18I,81800,1373,2,86000.0,20525,2016-08-31,39,3,3
Land,Land Rover Discovery Sport 2.0A Si4 Hse 7-Seater,111800,2019,3,75000.0,22100,2016-05-27,36,3,0
Toyota,Toyota Rav4 2.0A Premium,115800,1183,1,54000.0,17343,2019-01-29,68,5,8
Honda,Honda Vezel Hybrid 1.5A Rs,64800,1039,2,70000.0,17910,2016-03-11,41,3,5
Subaru,Subaru Forester 2.0A Xt Sunroof,63800,1153,1,110500.0,17998,2016-05-17,36,3,0
Mazda,Mazda Cx-5 2.0A Luxury,142800,1219,1,39000.0,16257,2021-03-25,94,7,10
Honda,Honda Vezel 1.5A S Honda Sensing,63800,1001,2,76000.0,15620,2016-11-15,42,3,6
Volkswagen,Volkswagen Passat 1.8A Tfsi,59800,1241,2,94000.0,17227,2015-12-30,31,2,7
Honda,Honda Civic 1.6A Vti,71800,1079,2,86000.0,16720,2017-12-01,44,3,8
Nissan,Nissan Kicks E-Power Hybrid 1.2A Premium,111800,954,2,31000.0,13688,2021-01-02,92,7,8
Bmw,Bmw X1 Sdrive20I M-Sport,162800,1390,2,44000.0,19039,2020-07-27,86,7,2
Opel,Opel Combo-E Electric,119800,1023,1,1.0,12828,2022-08-17,111,9,3
Nissan,Nissan Qashqai 1.2A Dig-T,57800,907,2,101000.0,14342,2016-11-30,42,3,6
Toyota,Toyota Alphard 2.5A Sa Moonroof,169800,2274,2,88000.0,35931,2017-07-13,50,4,2
Kia,Kia Carens Diesel 1.7A,95800,992,2,68000.0,14880,2019-07-01,67,5,7
Honda,Honda Civic 1.5A Vtec Turbo Sunroof,85800,1192,1,79000.0,18230,2017-05-19,48,4,0
Isuzu,Isuzu Cyz52K Tipper,79800,681,2,,10665,2010-12-11,89,7,5
Honda,Honda Jazz 1.5A Rs,75800,890,3,75000.0,13703,2018-11-04,58,4,10
Volkswagen,Volkswagen Golf 1.2A Tsi,62800,873,1,63000.0,14494,2017-05-29,48,4,0
Suzuki,Suzuki Sx4 S-Cross 1.6A Sunroof,66800,928,2,,13920,2017-05-24,48,4,0
Land,Land Rover Discovery Sport 2.0A Si4 Se 7-Seater,110800,1776,2,81800.0,23661,2016-11-11,41,3,5
Mitsubishi,Mitsubishi Fuso Super Great Fv51S Tipper,112800,1769,1,,31052,2016-11-28,42,3,6
Chevrolet,Chevrolet Cruze 1.6A,52800,794,1,92701.0,12434,2017-01-17,44,3,8
Mazda,Mazda 3 1.5A,57800,803,2,77800.0,13175,2017-05-17,48,4,0
Mercedes-Benz,Mercedes-Benz E-Class E250 Exclusive,141800,2047,2,77850.0,26453,2017-03-20,46,3,10
Toyota,Toyota Dyna 150 Diesel 3.0A,85800,806,2,57000.0,13421,2019-10-09,75,6,3
Mercedes-Benz,Mercedes-Benz Vito 114 Cdi,69800,723,1,,12317,2018-12-17,67,5,7
Toyota,Toyota Dyna 150 Diesel 3.0M,86800,789,2,69000.0,13148,2019-11-29,78,6,6
Mitsubishi,Mitsubishi Fuso Canter Fea01,37800,785,1,,14311,2015-12-16,31,2,7
Nissan,Nissan Nv350 2.5A,23800,1054,2,130000.0,19680,2014-07-15,14,1,2
Nissan,Nissan Nv350 2.5A,37800,740,1,,13387,2016-02-22,33,2,9
Nissan,Nissan Nv350 2.5A,45800,662,1,,11613,2017-03-31,46,3,10
Toyota,Toyota Hiace 3.0M,70800,681,1,90000.0,11382,2019-08-07,73,6,1
Toyota,Toyota Dyna 150 Diesel 3.0M,71800,884,1,,15221,2018-10-01,55,4,7
Mercedes-Benz,Mercedes-Benz A-Class A180 (A),86800,1184,2,50620.0,18652,2017-07-07,49,4,1
Mazda,Mazda 3 Sedan 1.6 (A),58800,849,2,90646.0,13652,2017-07-04,46,3,10
Nissan,Nissan Nv200 1.6A Dx,59800,562,2,,9363,2019-11-09,75,6,3
Nissan,Nissan Nv200 1.5M,27800,657,2,138367.0,11710,2015-10-09,27,2,3
Toyota,Toyota Hiace 2.8A Dx,86800,741,1,53182.0,11583,2020-12-10,89,7,5
Toyota,Toyota Dyna 150 Diesel 3.0M,58800,987,2,88270.0,17561,2016-08-30,39,3,3
Toyota,Toyota Corolla Altis 1.6A Standard,108800,929,1,20580.0,13059,2020-10-12,90,7,6
Mitsubishi,Mitsubishi Fp51,113800,972,1,,11895,2012-03-12,114,9,6
Toyota,Toyota Corolla Altis 1.6A,25800,810,5,,14900,2010-05-02,20,1,8
Fiat,Fiat Professional Doblo Cargo Diesel Maxi 1.6A Multijet Glaze,30800,557,2,77189.0,9966,2016-05-26,36,3,0
Honda,Honda N-Van Petrol 660 Turbo Style Fun Honda Sensing (A),82800,707,1,20.0,8550,2022-12-30,115,9,7
Nissan,Nissan Serena E-Power Hybrid 1.2A Highway Star Premium,155800,1330,1,50618.0,18989,2020-11-30,90,7,6
Lexus,Lexus Nx Turbo Nx200T Luxury Sunroof,98800,1832,2,110600.0,23548,2016-04-29,35,2,11
Bmw,Bmw 5 Series Sedan 523I (A) (Coe Till 07/2030),90800,775,2,120400.0,12587,2010-07-26,86,7,2
Toyota,Toyota Hiace 2.8A Dx,77800,715,1,58078.0,11835,2019-11-11,77,6,5
Toyota,Toyota Hiace 3.0M,71800,682,1,42015.0,11405,2019-05-08,74,6,2
Peugeot,Peugeot Partner 1.5A Bluehdi Lwb,74800,639,2,,10222,2020-08-14,87,7,3
Mazda,Mazda 6 Sedan 2.0A,53800,1151,2,,17015,2015-11-30,30,2,6
Mitsubishi,Mitsubishi Fuso Canter Feb21,59800,1109,2,,19654,2016-11-05,35,2,11
Mitsubishi,Mitsubishi Fuso Canter Feb21,62800,985,1,,17447,2016-11-30,42,3,6
Suzuki,Suzuki Every Turbo,65800,562,1,5000.0,7724,2021-10-29,101,8,5
Toyota,Toyota Dyna 150 2.8M,111800,954,1,,12438,2022-04-14,107,8,11
Lexus,Lexus Gs250 Executive,89800,2050,1,,25072,2015-05-10,28,2,4
Mazda,Mazda 3 Sedan 1.5A Sunroof,70800,831,2,53539.0,13009,2018-03-21,58,4,10
Kia,Kia Cerato Gt Line 1.6L (A),89500,871,1,60000.0,13159,2019-11-06,72,6,0
Toyota,Toyota Hiace 3.0M,68800,669,1,58344.0,11234,2019-03-06,72,6,0
Nissan,Nissan Nv200 1.6A Dx,50800,563,1,68461.0,9646,2018-07-27,62,5,2
Toyota,Toyota Hiace 3.0A,86800,741,1,32521.0,11128,2021-05-02,92,7,8
Nissan,Nissan Nv350 2.5A,39800,701,1,,12411,2016-08-07,37,3,1
Toyota,Toyota Hiace 3.0A,69800,663,1,,11125,2019-07-26,74,6,2
Honda,Honda Vezel Hybrid 1.5A X,75800,948,1,,16130,2017-11-27,54,4,6
Hino,Hino Fd9Jpna,116800,1123,2,,18800,2019-02-07,73,6,1
Honda,Honda N-Van Turbo Style Fun Honda Sensing,79800,681,1,,8381,2022-10-31,113,9,5
Honda,Honda Hr-V 1.5A Dx,84800,952,1,85000.0,14618,2018-04-07,61,5,1
Audi,Audi A3 Sedan 1.0A Tfsi S-Tronic,122800,1048,1,33000.0,15146,2020-09-14,88,7,4
Mercedes-Benz,Mercedes-Benz E-Class E200 Amg Edition E,99800,1850,2,,22619,2016-04-28,35,2,11
Toyota,Toyota C-Hr Hybrid 1.8A S,88800,997,1,,16252,2018-06-28,61,5,1
Nissan,Nissan Nv200 1.5M,46800,595,2,70385.0,10469,2017-10-13,53,4,5
Land,Land Rover Range Rover Evoque Mild Hybrid 2.0A R-Dynamic Se,189800,2454,1,52880.0,37334,2019-09-27,52,4,4
Bmw,Bmw 1 Series Hatchback 116D (A),56800,1026,1,113048.0,16872,2016-01-06,36,3,0
Isuzu,Isuzu Nnr85,43800,1113,3,,20362,2015-06-23,25,2,1
Toyota,Toyota Hiace 3.0M,82800,707,2,,10889,2020-11-25,90,7,6
Isuzu,Isuzu Fvr90,133800,1403,1,109800.0,23740,2018-04-12,66,5,6
Mitsubishi,Mitsubishi Fuso Canter Feb21,64800,811,3,167298.0,14062,2014-02-18,54,4,6
Nissan,Nissan Nv350 2.5A,51800,648,1,,11329,2017-11-17,54,4,6
Hino,Hino Fs1Ekmd Tipper,76800,1814,4,,32454,2015-08-31,27,2,3
Bmw,Bmw M Series M2 Coupe,169800,2316,4,89000.0,34079,2017-06-30,49,4,1
Nissan,Nissan Gkb45,96800,826,3,,13333,2010-12-08,87,7,3
Bmw,Bmw X2 Sdrive20I M-Sport X,139800,1447,1,25485.0,20517,2018-12-28,67,5,7
Suzuki,Suzuki Every Turbo,58800,502,1,,7669,2020-12-21,91,7,7
Mercedes-Benz,Mercedes-Benz Vito 114 Cdi,69800,732,1,62000.0,12401,2018-03-12,66,5,6
Porsche,Porsche Macan 2.0A Pdk,159800,2886,2,87000.0,37541,2016-05-27,36,3,0
Nissan,Nissan X-Trail 2.0A 7-Seater Sunroof,52800,1292,1,128000.0,18744,2015-07-27,26,2,2
Honda,Honda Civic 1.8 Vti-S (A),41800,755,4,140848.0,13659,2006-08-21,36,3,0
Hyundai,Hyundai Avante 1.6 (A),58800,609,1,135464.0,10408,2009-01-17,67,5,7
Toyota,Toyota Picnic 2.0A,70800,715,3,106000.0,12282,2009-12-02,69,5,9
Bmw,Bmw 4 Series Gran Coupe 420I Sport,137800,1593,1,83500.0,22001,2018-03-05,59,4,11
Bmw,Bmw 2 Series Gran Tourer 216D Luxury,72500,1246,2,107000.0,18623,2016-07-28,38,3,2
Nissan,Nissan Qashqai 1.2A Dig-T,51800,961,2,90700.0,15220,2016-04-21,35,2,11
Mitsubishi,Mitsubishi Attrage 1.2A,77800,664,1,26000.0,10417,2020-03-08,86,7,2
Mercedes-Benz,Mercedes-Benz Gla-Class Gla180,108800,1222,2,36000.0,18190,2018-06-29,61,5,1
Bmw,Bmw 2 Series Gran Tourer 216I,106800,1199,2,70000.0,17438,2018-06-28,61,5,1
Mitsubishi,Mitsubishi Fuso Canter Feb71,89800,834,1,,13924,2019-09-27,76,6,4
Toyota,Toyota Hiace 3.0M,68800,669,1,70008.0,11234,2019-03-06,72,6,0
Toyota,Toyota Proace Electric Icon,133800,1142,1,,14385,2022-07-19,110,9,2
Mitsubishi,Mitsubishi Fuso Canter Feb21,129800,1108,1,1.0,14024,2022-07-19,110,9,2
Honda,Honda N-Van Turbo Style Fun Honda Sensing,79800,681,1,,8529,2022-08-30,111,9,3
Nissan,Nissan Nv200 1.6A Dx,42800,595,3,88335.0,10494,2017-05-23,48,4,0
Toyota,Toyota Harrier Turbo 2.0A G Panoramic Roof,119800,1326,2,78429.0,19242,2018-07-31,62,5,2
Kia,Kia K2500 Single-Cab,59800,604,1,63170.0,10240,2019-02-28,69,5,9
Nissan,Nissan Nv200 1.5M,24800,779,2,81409.0,14007,2015-05-02,20,1,8
Toyota,Toyota Hiace 3.0M,60800,683,2,87800.0,11668,2018-05-07,61,5,1
Toyota,Toyota Wish 1.8 A,45800,675,4,131015.0,12018,2007-02-03,45,3,9
Citroen,Citroen E-Berlingo Electric,119800,1023,1,,13258,2022-04-29,107,8,11
Toyota,Toyota Hiace 2.0A Dx,88888,759,1,,9262,2022-11-23,114,9,6
Toyota,Toyota Dyna 150 2.8M,105888,904,1,,11197,2022-09-30,112,9,4
Honda,Honda N-Van Turbo Style Fun Honda Sensing,75800,647,1,,8250,2022-06-30,109,9,1
Honda,Honda N-Van Turbo Style Fun Honda Sensing,83800,716,1,,8744,2022-11-24,114,9,6
Honda,Honda N-Van Turbo Style Fun Honda Sensing,76800,656,1,,8287,2022-07-28,110,9,2
Honda,Honda N-Van Turbo Style Fun Honda Sensing,82800,707,1,,8907,2022-10-08,110,9,2
Toyota,Toyota Dyna 150 3.0M,77800,874,2,,14927,2018-11-07,61,5,1
Toyota,Toyota Dyna 150 Diesel 3.0M,56800,976,2,,17234,2016-11-08,38,3,2
Suzuki,Suzuki Every,79800,681,1,,8320,2022-11-30,114,9,6
Nissan,Nissan Nv200 1.5M,45800,583,1,,10141,2017-10-31,53,4,5
Toyota,Toyota Hiace Standard Roof Petrol 2.0A Dx,76800,656,1,,8406,2022-05-30,108,9,0
Mitsubishi,Mitsubishi Fuso Super Great Fp70,180888,1544,2,,21771,2021-07-23,98,8,2
Isuzu,Isuzu Cyz52R,128800,3860,2,,72391,2015-12-02,21,1,9
Honda,Honda N-Van Turbo Style Fun Honda Sensing,77888,665,1,,8287,2022-09-15,112,9,4
Toyota,Toyota Dyna 150 2.8A,115800,989,1,,11961,2022-12-21,115,9,7
Isuzu,Isuzu Fvr34,115800,989,1,,13963,2011-08-24,99,8,3
Toyota,Toyota Hiace 2.8A Dx,69800,762,1,,13053,2018-08-23,63,5,3
Nissan,Nissan Nv200 1.5M,36800,721,1,,13107,2016-02-18,33,2,9
Hino,Hino Sh1Eera,79888,682,4,,10921,2010-01-09,87,7,3
Nissan,Nissan Cabstar,57800,735,1,,12840,2017-10-23,53,4,5
Isuzu,Isuzu Fxz77M Tipper,49800,2786,3,,49278,2014-04-29,132,11,0
Toyota,Toyota Vios 1.5 E (Auto),79800,860,2,47000.0,13496,2018-11-10,64,5,4
Honda,Honda Fit 1.3G-F Cvt,68800,796,2,51000.0,13058,2018-11-05,59,4,11
Honda,Honda Civic 1.6 Vti Cvt,111800,954,1,35000.0,13407,2020-12-17,91,7,7
Honda,Honda Fit Basic 1.3 Cvt,96800,826,1,10000.0,11614,2021-06-24,97,8,1
Hyundai,Hyundai Ad Avante 1.6 Gls (A),86888,790,1,28000.0,12337,2019-11-19,78,6,6
Mitsubishi,Mitsubishi Attrage 1.2 Cvt,47800,704,2,68000.0,11851,2017-07-03,45,3,9
Mercedes,Mercedes Benz A45 Amg 4Matic (R19 Bi),213800,21678,5,116000.0,358668,2013-11-13,72,6,0
B.M.W.,B.M.W. X3 Sdrive 20I Hid Nav,82800,1772,1,104000.0,25056,2015-11-27,30,2,6
Porsche,Porsche Macan 3.0 A/T Abs D/Airbag Awd,115800,4504,3,114000.0,51359,2014-10-10,16,1,4
Toyota,Toyota C-Hr Hybrid 1.8S Cvt,77800,1024,3,58000.0,17591,2017-08-22,51,4,3
Toyota,Toyota Corolla Altis 1.6 Elegance (Auto),93800,935,2,41000.0,14036,2019-03-27,70,5,10
Toyota,Toyota Prius Hybrid 1.8S Cvt,98800,1143,2,54000.0,17823,2018-10-05,59,4,11
Honda,Honda Civic 1.5 Turbo Vti Cvt,147800,1262,1,20000.0,15268,2022-02-14,105,8,9
Mazda,Mazda 3 4Dr 1.5 At M-Hybrid Classic,114999,2077,1,15000.0,0,2022-12-28,0,0,0
B.M.W.,B.M.W. Z4 Roadster,180800,1543,2,14000.0,18548,2021-01-10,100,8,4
B.M.W.,B.M.W. 1 Series Coupe 120I (A),64800,1171,2,67000.0,17981,2016-05-26,36,3,0
Mazda,Mazda Mazda6 4-Door Sedan 2.5L Sp.6Eat Sr Led,80800,1144,1,60000.0,16689,2017-03-05,47,3,11
Honda,Honda Jazz 1.5 Cvt,89800,816,3,26000.0,12466,2019-12-11,78,6,6
Audi,Audi A4 Sedan 2.0 Tfsi S Tronic (Nav),115800,1359,2,78000.0,19608,2018-11-04,58,4,10
Mitsubishi,Mitsubishi Evo X Gsr Sst 6-Speed Amt,138800,1495,1,147000.0,25808,2008-09-24,64,5,4
Porsche,Porsche Panamera,141800,1379,4,,23388,2011-10-05,72,6,0
Toyota,Toyota Sienta Hybrid 1.5X Cvt,101800,956,1,36000.0,14916,2019-08-16,75,6,3
Honda,Honda Vezel Hybrid 1.5X Auto,61800,969,2,60000.0,16849,2016-11-18,42,3,6
B.M.W.,B.M.W. 318I 2.0 At D/Ab 2Wd 4Dr Gas/D Sr Drl,84800,724,4,79000.0,10964,2011-04-29,92,7,8
Mclaren,Mclaren 720S Coupe,788000,8976,4,18000.0,119570,2018-12-05,60,5,0
Mercedes,Mercedes Benz S560 Premium Amg Line Cabriolet,635000,5419,1,12000.0,66493,2020-10-17,89,7,5
Porsche,Porsche 718 Cayman Gt4 Pdk Hid,580000,4950,1,2700.0,62693,2021-10-03,93,7,9
Mitsubishi,Mitsubishi Lancer Ex 2.0L Gt Cvt Abs D/Ab 2Wd Hid,13800,1203,4,159000.0,22689,2008-12-19,84,7,0
Honda,Honda Fit Hybrid 1.5 Auto,88800,790,1,35000.0,12636,2020-01-21,80,6,8
Nissan,Nissan Note 1.2 Cvt,62500,673,2,56000.0,11157,2018-09-27,64,5,4
Audi,Audi A4 1.8T Fsi Mu Cvt Abs D/Ab 2Wd 4Dr,30800,1363,5,,24708,2009-08-08,14,1,2
Hyundai,Hyundai Cn7 Avante 1.6 Dohc Cvt S,129999,1110,1,,14080,2022-05-31,108,9,0
Toyota,Toyota Vios G Grade Auto,60800,1098,2,74000.0,12160,2013-11-06,0,0,0
Mazda,Mazda Mazda3 Hatchback 1.5 At Deluxe Eu6,77800,874,2,65000.0,13433,2018-06-26,61,5,1
Mercedes-Benz,Mercedes-Benz C-Class Saloon Mild Hybrid C200 Avantgarde (A),169800,1510,1,39259.0,21331,2020-10-02,80,6,8
Mercedes-Benz,Mercedes-Benz Cla-Class Cla180 Progressive (A),192800,1646,1,6491.0,18786,2022-07-29,110,9,2
Ud,Ud Trucks Condor Pkc8E,93888,1258,1,,22039,2017-07-28,50,4,2
Suzuki,Suzuki Every,73800,630,1,,7696,2022-11-29,114,9,6
Isuzu,Isuzu Npr75U,107888,921,2,,13043,2021-07-21,98,8,2
Hino,Hino Xzu710R,122800,1048,2,,12790,2022-11-28,114,9,6
Mitsubishi,Mitsubishi Fuso Canter Feb21,123800,1057,1,,12876,2022-11-29,114,9,6
Toyota,Toyota Hiace Manual,26800,1824,3,,34284,2014-02-13,108,9,0
Toyota,Toyota Dyna 150 Diesel 3.0M,84800,845,1,,14407,2019-03-13,70,5,10
Toyota,Toyota Townace 1.5A Gl,70800,605,1,,7357,2022-11-30,114,9,6
Suzuki,Suzuki Every,75800,647,1,,7903,2022-11-30,114,9,6
Isuzu,Isuzu Njr88A,104800,895,1,,11038,2022-10-14,113,9,5
Isuzu,Isuzu Tfs87J Single-Cab Pickup,73800,764,2,,12976,2018-12-26,67,5,7
Citroen,Citroen E-Berlingo Electric,119800,1023,1,,12682,2022-09-26,112,9,4
Isuzu,Isuzu Fxz77M Tipper,83800,7300,5,,125903,2014-03-01,84,7,0
Toyota,Toyota Dyna 150 Diesel 2.8M,114888,981,1,,11944,2022-11-30,114,9,6
Toyota,Toyota Hiace 2.0A,81800,698,1,,8996,2022-05-19,108,9,0
Citroen,Citroen E-Dispatch Electric,125800,1074,2,,13110,2022-11-16,114,9,6
Toyota,Toyota Dyna 150 Diesel 2.8M,115800,989,1,17.0,12039,2022-11-30,114,9,6
Mitsubishi,Mitsubishi Fuso Super Great Fv51J,238800,2038,1,,24601,2013-01-21,116,9,8
Nissan,Nissan Cabstar,92800,792,1,,9655,2022-11-30,114,9,6
Toyota,Toyota Townace 1.5A Gl,78800,673,1,,8193,2022-11-30,114,9,6
Citroen,Citroen E-Dispatch Electric,128800,1100,1,,13485,2022-10-31,113,9,5
Toyota,Toyota Townace 1.5A Gl,77800,664,1,,8237,2022-09-30,112,9,4
Porsche,Porsche Panamera S 4.8A Pdk,160000,1366,6,145000.0,22505,2010-06-18,85,7,1
Toyota,Toyota Dyna 150 2.8M,102800,878,2,,10982,2022-08-25,111,9,3
Toyota,Toyota Dyna 150 2.8M,111800,954,2,,11624,2022-11-29,114,9,6
Honda,Honda N-Van Turbo Style Fun Honda Sensing,72800,622,2,,8068,2022-04-29,107,8,11
Toyota,Toyota Hiace 2.0A Dx,85800,733,1,,9071,2022-09-29,112,9,4
Mitsubishi,Mitsubishi Triton L200 Double-Cab 2.4M,95800,1092,1,,16623,2018-07-06,60,5,0
Honda,Honda Hrv 1.5 Lx Cvt,91800,926,1,60000.0,13947,2019-02-13,69,5,9
Nissan,Nissan Sylphy 1.6 Cvt,85800,806,1,20000.0,12293,2019-08-29,75,6,3
Audi,Audi A4 1.8 Tfsi Mu S-Line (A),74800,755,5,,12976,2009-12-02,69,5,9
Nissan,Nissan Nv200 1.6A Dx,46800,651,1,,11492,2017-05-23,48,4,0
Toyota,Toyota Hiace Manual,28800,1275,1,132306.0,23757,2014-07-17,14,1,2
Mitsubishi,Mitsubishi Fuso Canter Feb21,123800,1057,1,,12873,2022-11-30,114,9,6
Toyota,Toyota Rav4 2.0 Premium (A),149800,1279,1,42000.0,17399,2020-12-28,91,7,7
Suzuki,Suzuki Every,71800,613,1,,7484,2022-11-30,114,9,6
Hino,Hino Xzu710R,108000,922,2,,11429,2022-09-30,112,9,4
Toyota,Toyota Townace 1.5A Gl,83800,716,1,,8718,2022-11-30,114,9,6
Toyota,Toyota Dyna 150 2.8M,115800,989,2,,12043,2022-11-29,114,9,6
Toyota,Toyota Hiace 2.0A Dx,88888,759,1,,9256,2022-11-25,114,9,6
Mitsubishi,Mitsubishi Fuso Super Great Fv70H Tipper,147800,1455,1,,24201,2019-10-05,71,5,11
Mitsubishi,Mitsubishi Fuso Fighter Fm65,84800,1061,1,,18770,2012-11-15,54,4,6
Mercedes-Benz,Mercedes-Benz Citan 108 Cdi,31800,641,2,,11524,2016-01-28,32,2,8
Suzuki,Suzuki Every,72800,622,1,,7618,2022-11-17,114,9,6
Honda,Honda N-Van Turbo Style Fun Honda Sensing,72800,622,1,,8085,2022-04-21,107,8,11
Toyota,Toyota Wish 1.8 Cvt,65800,1032,1,,15899,2016-11-15,42,3,6
Toyota,Toyota Hiace 2.0A,77800,664,1,,8521,2022-04-29,108,9,0
Toyota,Toyota Hiace 2.0A Dx,87800,750,1,,9651,2022-05-20,108,9,0
Citroen,Citroen E-Dispatch Electric,129800,1108,2,,14088,2022-06-30,109,9,1
Suzuki,Suzuki Every Turbo,67800,579,1,,7188,2022-09-30,112,9,4
Byd,Byd T3 Electric,122800,1048,1,,13269,2022-07-27,110,9,2
Honda,Honda Shuttle Hybrid 1.5 Auto,67800,960,1,54000.0,16602,2017-04-17,47,3,11
Mitsubishi,Mitsubishi Fuso Canter Feb21,120000,1024,1,,12650,2022-10-14,113,9,5
Isuzu,Isuzu Npr75U,107888,921,2,,13182,2021-07-20,97,8,1
Toyota,Toyota Townace 1.5A Gl,78800,673,1,,8264,2022-10-31,113,9,5
Toyota,Toyota Townace 1.5A Gl,78888,674,1,,8235,2022-11-17,114,9,6
Toyota,Toyota Hiace 3.0M,29800,1159,1,,20628,2014-09-10,16,1,4
Honda,Honda N-Van Turbo Style Fun Honda Sensing,79800,681,1,,8529,2022-08-30,111,9,3
Mitsubishi,Mitsubishi Attrage 1.2A,54800,686,1,62569.0,11509,2017-11-27,54,4,6
Nissan,Nissan Sylphy 1.6 Signature (A),99800,852,1,30800.0,9980,2021-06-28,97,8,1
Mazda,Mazda 3 Sedan 1.5 Standard (A),46800,1034,1,,16987,2015-10-22,29,2,5
Toyota,Toyota C-Hr 1.2 Turbo Active (A),82800,987,1,42000.0,14368,2018-02-26,57,4,9
Audi,Audi Q2 1.4 Tfsi Cod S Tronic,104800,1114,1,63553.0,16208,2018-10-31,65,5,5
Honda,Honda Odyssey 2.4 Exv Premium (A),75800,765,4,140279.0,13044,2009-06-27,69,5,9
Hyundai,Hyundai Accent 1.4 Cvt (A),74800,719,1,42126.0,11401,2019-10-07,73,6,1
Honda,Honda Odyssey 2.4 Ex (A),83800,770,3,,12928,2009-11-23,77,6,5
Honda,Honda Odyssey 2.4 Exv Premium (A),81800,805,3,137477.0,13683,2009-04-07,71,5,11
Mercedes-Benz,Mercedes-Benz Cla-Class Cla200 Amg Line,191800,1637,1,50.0,20351,2021-09-29,100,8,4
Renault,Renault Grand Scenic Diesel 1.5A Dci Moonroof,162800,1390,2,30.0,17693,2022-03-14,106,8,10
Mitsubishi,Mitsubishi Evolution 10 Gsr,157800,1852,1,,32486,2008-03-18,58,4,10
Bmw,Bmw 4 Series Coupe 428I Sunroof,62800,3856,3,66091.0,39025,2014-03-18,120,10,0
Volkswagen,Volkswagen Golf 1.4A Tsi Eqp Sunroof,70800,1043,2,62000.0,16622,2017-02-28,45,3,9
Honda,Honda Vezel 1.5A S Honda Sensing,52800,1166,3,78800.0,18072,2015-10-29,29,2,5
Mitsubishi,Mitsubishi Lancer Ex 1.6A,40800,999,2,103000.0,15885,2015-07-29,26,2,2
Volkswagen,Volkswagen New Beetle 1.6A,15900,1385,5,52000.0,25679,2008-12-23,84,7,0
Land,Land Rover Range Rover Evoque Mild Hybrid 2.0A R-Dynamic Se,187000,1756,2,69500.0,26689,2019-08-23,75,6,3
Mitsubishi,Mitsubishi Eclipse Cross 1.5A Sunroof,88800,1027,1,,15040,2018-02-05,59,4,11
